Total Trading Days,Total Net PnL,Average Daily PnL,PnL Std Deviation,Max Profit in a Day,Max Loss in a Day,Profitable Days,Loss-making Days,Win Rate (%),Max Drawdown
1444,4001677.5,2771.24,15978.3,79057.5,-105637.5,930,514,64.4,-317197.5
