date,symbol,transaction_type,qty,entry_price,initial_sl,entry_time,exit_price,sl_hit,pnl,sl_hit_time,sl_type,cumulative_pnl,cum_max,drawdown
2024-10-01,DAILY_TOTAL,,900,822.65,987.18,,606.75,,32385.0,,Trailing,3764182.5,3764182.5,0.0
2024-10-03,DAILY_TOTAL,,900,595.05,714.06,,716.95,,-18285.0,,Trailing,3745897.5,3764182.5,-18285.0
2024-10-04,DAILY_TOTAL,,900,1264.3,1517.16,,1532.85,,-40282.5,,Trailing,3705615.0,3764182.5,-58567.5
2024-10-07,DAILY_TOTAL,,900,1060.15,1272.18,,1276.2,,-32407.5,,Trailing,3673207.5,3764182.5,-90975.0
2024-10-08,DAILY_TOTAL,,900,1132.6,1359.12,,1054.9,,11655.0,,Trailing,3684862.5,3764182.5,-79320.0
2024-10-09,DAILY_TOTAL,,900,842.55,1011.06,,671.5,,25657.5,,Trailing,3710520.0,3764182.5,-53662.5
2024-10-10,DAILY_TOTAL,,900,587.65,705.18,,451.8,,20377.5,,Trailing,3730897.5,3764182.5,-33285.0
2024-10-11,DAILY_TOTAL,,900,1128.45,1354.14,,965.15,,24495.0,,Trailing,3755392.5,3764182.5,-8790.0
2024-10-14,DAILY_TOTAL,,900,923.1,1107.72,,815.25,,16177.5,,Trailing,3771570.0,3771570.0,0.0
2024-10-15,DAILY_TOTAL,,900,757.65,909.18,,912.7,,-23257.5,,Trailing,3748312.5,3771570.0,-23257.5
2024-10-16,DAILY_TOTAL,,900,687.3,824.76,,611.1,,11430.0,,Trailing,3759742.5,3771570.0,-11827.5
2024-10-17,DAILY_TOTAL,,900,571.35,685.62,,601.0,,-4447.5,,Trailing,3755295.0,3771570.0,-16275.0
2024-10-18,DAILY_TOTAL,,900,1147.85,1377.42,,1237.55,,-13455.0,,Trailing,3741840.0,3771570.0,-29730.0
2024-10-21,DAILY_TOTAL,,900,847.05,1016.46,,1018.9,,-25777.5,,Trailing,3716062.5,3771570.0,-55507.5
2024-10-22,DAILY_TOTAL,,900,852.7,1023.24,,1024.05,,-25702.5,,Trailing,3690360.0,3771570.0,-81210.0
2024-10-23,DAILY_TOTAL,,900,782.85,939.42,,632.95,,22485.0,,Trailing,3712845.0,3771570.0,-58725.0
2024-10-24,DAILY_TOTAL,,900,633.8,760.56,,400.3,,35025.0,,Trailing,3747870.0,3771570.0,-23700.0
2024-10-25,DAILY_TOTAL,,900,1074.75,1289.7,,1291.95,,-32580.0,,Trailing,3715290.0,3771570.0,-56280.0
2024-10-28,DAILY_TOTAL,,900,934.35,1121.22,,836.4,,14692.5,,Trailing,3729982.5,3771570.0,-41587.5
2024-10-29,DAILY_TOTAL,,900,838.6,1006.32,,896.4,,-8670.0,,Trailing,3721312.5,3771570.0,-50257.5
2024-10-30,DAILY_TOTAL,,900,727.9,873.48,,608.5,,17910.0,,Trailing,3739222.5,3771570.0,-32347.5
2024-10-31,DAILY_TOTAL,,900,660.0,792.0,,545.2,,17220.0,,Trailing,3756442.5,3771570.0,-15127.5
2024-11-04,DAILY_TOTAL,,900,1305.5,1566.6,,1227.5,,11700.0,,Trailing,3768142.5,3771570.0,-3427.5
2024-11-05,DAILY_TOTAL,,900,1229.6,1475.52,,1149.75,,11977.5,,Trailing,3780120.0,3780120.0,0.0
2024-11-06,DAILY_TOTAL,,900,1009.7,1211.64,,836.4,,25995.0,,Trailing,3806115.0,3806115.0,0.0
2024-11-07,DAILY_TOTAL,,900,651.35,781.62,,798.25,,-22035.0,,Trailing,3784080.0,3806115.0,-22035.0
2024-11-08,DAILY_TOTAL,,900,1229.1,1474.92,,981.9,,37080.0,,Trailing,3821160.0,3821160.0,0.0
2024-11-11,DAILY_TOTAL,,900,1008.1,1209.72,,843.2,,24735.0,,Trailing,3845895.0,3845895.0,0.0
2024-11-12,DAILY_TOTAL,,900,799.8,959.76,,978.75,,-26842.5,,Trailing,3819052.5,3845895.0,-26842.5
2024-11-13,DAILY_TOTAL,,900,743.8,892.56,,897.75,,-23092.5,,Trailing,3795960.0,3845895.0,-49935.0
2024-11-14,DAILY_TOTAL,,900,621.2,745.44,,466.8,,23160.0,,Trailing,3819120.0,3845895.0,-26775.0
2024-11-18,DAILY_TOTAL,,900,959.3,1151.16,,801.2,,23715.0,,Trailing,3842835.0,3845895.0,-3060.0
2024-11-19,DAILY_TOTAL,,900,764.35,917.22,,831.95,,-10140.0,,Trailing,3832695.0,3845895.0,-13200.0
2024-11-21,DAILY_TOTAL,,900,672.65,807.18,,450.2,,33367.5,,Trailing,3866062.5,3866062.5,0.0
2024-11-22,DAILY_TOTAL,,900,1180.1,1416.12,,1461.7,,-42240.0,,Trailing,3823822.5,3866062.5,-42240.0
2024-11-25,DAILY_TOTAL,,900,967.65,1161.18,,923.25,,6660.0,,Trailing,3830482.5,3866062.5,-35580.0
2024-11-26,DAILY_TOTAL,,900,918.5,1102.2,,785.3,,19980.0,,Trailing,3850462.5,3866062.5,-15600.0
2024-11-27,DAILY_TOTAL,,900,738.7,886.44,,660.7,,11700.0,,Trailing,3862162.5,3866062.5,-3900.0
2024-11-28,DAILY_TOTAL,,900,601.0,721.2,,748.55,,-22132.5,,Trailing,3840030.0,3866062.5,-26032.5
2024-11-29,DAILY_TOTAL,,900,1144.4,1373.28,,1132.35,,1807.5,,Trailing,3841837.5,3866062.5,-24225.0
2024-12-02,DAILY_TOTAL,,900,1070.85,1285.02,,1285.7,,-32227.5,,Trailing,3809610.0,3866062.5,-56452.5
2024-12-03,DAILY_TOTAL,,900,1005.35,1206.42,,971.35,,5100.0,,Trailing,3814710.0,3866062.5,-51352.5
2024-12-04,DAILY_TOTAL,,900,887.25,1064.7,,820.95,,9945.0,,Trailing,3824655.0,3866062.5,-41407.5
2024-12-05,DAILY_TOTAL,,900,773.1,927.72,,948.2,,-26265.0,,Trailing,3798390.0,3866062.5,-67672.5
2024-12-06,DAILY_TOTAL,,900,1385.95,1663.14,,1150.1,,35377.5,,Trailing,3833767.5,3866062.5,-32295.0
2024-12-09,DAILY_TOTAL,,900,1151.1,1381.32,,975.95,,26272.5,,Trailing,3860040.0,3866062.5,-6022.5
2024-12-10,DAILY_TOTAL,,900,975.1,1170.12,,801.85,,25987.5,,Trailing,3886027.5,3886027.5,0.0
2024-12-11,DAILY_TOTAL,,900,794.85,953.82,,583.8,,31657.5,,Trailing,3917685.0,3917685.0,0.0
2024-12-12,DAILY_TOTAL,,900,603.95,724.74,,501.65,,15345.0,,Trailing,3933030.0,3933030.0,0.0
2024-12-13,DAILY_TOTAL,,900,1095.05,1314.06,,1315.3,,-33037.5,,Trailing,3899992.5,3933030.0,-33037.5
2024-12-16,DAILY_TOTAL,,900,897.3,1076.76,,1077.35,,-27007.5,,Trailing,3872985.0,3933030.0,-60045.0
2024-12-17,DAILY_TOTAL,,900,979.2,1175.04,,1187.9,,-31305.0,,Trailing,3841680.0,3933030.0,-91350.0
2024-12-18,DAILY_TOTAL,,900,815.4,978.48,,731.3,,12615.0,,Trailing,3854295.0,3933030.0,-78735.0
2024-12-19,DAILY_TOTAL,,900,655.6,786.72,,451.35,,30637.5,,Trailing,3884932.5,3933030.0,-48097.5
2024-12-20,DAILY_TOTAL,,900,1285.2,1542.24,,1330.4,,-6780.0,,Trailing,3878152.5,3933030.0,-54877.5
2024-12-23,DAILY_TOTAL,,900,1254.95,1505.94,,727.9,,79057.5,,Trailing,3957210.0,3957210.0,0.0
2024-12-24,DAILY_TOTAL,,900,711.85,854.22,,607.0,,15727.5,,Trailing,3972937.5,3972937.5,0.0
2024-12-26,DAILY_TOTAL,,900,586.55,703.86,,499.2,,13102.5,,Trailing,3986040.0,3986040.0,0.0
2024-12-27,DAILY_TOTAL,,900,1162.25,1394.7,,928.85,,35010.0,,Trailing,4021050.0,4021050.0,0.0
2024-12-30,DAILY_TOTAL,,900,945.4,1134.48,,896.05,,7402.5,,Trailing,4028452.5,4028452.5,0.0
2024-12-31,DAILY_TOTAL,,900,854.75,1025.7,,1033.25,,-26775.0,,Trailing,4001677.5,4028452.5,-26775.0
