date,symbol,transaction_type,qty,entry_price,initial_sl,entry_time,exit_price,sl_hit,pnl,sl_hit_time,sl_type
2020-04-29,NIFTY30APR209250PE,SELL,150,30.0,36.0,2020-04-29 09:15:00,12.2,Yes,2670.0,2020-04-29 12:06:00,Trailing
2020-04-29,DAILY_TOTAL,,900,649.55,779.46,,528.4,,18172.5,,Trailing
2020-04-28,NIFTY30APR209350CE,SELL,150,135.4,162.48,2020-04-28 09:15:00,84.75,Yes,7597.5,2020-04-28 11:22:00,Trailing
2020-04-28,NIFTY30APR209350PE,SELL,150,96.35,115.61999999999999,2020-04-28 09:15:00,128.0,Yes,-4747.5,2020-04-28 11:22:00,Trailing
2020-04-28,NIFTY30APR209550CE,SELL,150,40.0,48.0,2020-04-28 09:15:00,22.5,Yes,2625.0,2020-04-28 11:22:00,Trailing
2020-04-28,NIFTY30APR209550PE,SELL,150,227.6,273.12,2020-04-28 09:15:00,164.65,Yes,9442.5,2020-04-28 11:22:00,Trailing
2020-04-28,NIFTY30APR209150CE,SELL,150,245.8,294.96,2020-04-28 09:15:00,204.15,Yes,6247.5,2020-04-28 11:22:00,Trailing
2020-04-28,NIFTY30APR209150PE,SELL,150,42.2,50.64,2020-04-28 09:15:00,48.8,Yes,-990.0,2020-04-28 11:22:00,Trailing
2020-04-28,DAILY_TOTAL,,900,787.35,944.82,,652.85,,20175.0,,Trailing
2020-04-27,NIFTY30APR209300CE,SELL,150,100.0,120.0,2020-04-27 09:15:00,125.95,Yes,-3892.5,2020-04-27 15:29:00,Trailing
2020-04-27,NIFTY30APR209300PE,SELL,150,213.2,255.83999999999997,2020-04-27 09:15:00,120.0,Yes,13980.0,2020-04-27 15:29:00,Trailing
2020-04-27,NIFTY30APR209500CE,SELL,150,34.0,40.8,2020-04-27 09:15:00,43.0,Yes,-1350.0,2020-04-27 15:29:00,Trailing
2020-04-27,NIFTY30APR209500PE,SELL,150,293.95,352.73999999999995,2020-04-27 09:15:00,237.05,Yes,8535.0,2020-04-27 15:29:00,Trailing
2020-04-27,NIFTY30APR209100CE,SELL,150,224.95,269.94,2020-04-27 09:15:00,257.75,Yes,-4920.0,2020-04-27 15:29:00,Trailing
2020-04-27,NIFTY30APR209100PE,SELL,150,96.65,115.98,2020-04-27 09:15:00,52.2,Yes,6667.5,2020-04-27 15:29:00,Trailing
2020-04-27,DAILY_TOTAL,,900,962.75,1155.3,,835.95,,19020.0,,Trailing
2020-04-24,NIFTY30APR209200CE,SELL,150,179.75,215.7,2020-04-24 09:15:00,129.9,Yes,7477.5,2020-04-24 15:28:00,Trailing
2020-04-24,NIFTY30APR209200PE,SELL,150,165.15,198.18,2020-04-24 09:15:00,177.95,Yes,-1920.0,2020-04-24 15:28:00,Trailing
2020-04-24,NIFTY30APR209400CE,SELL,150,70.05,84.05999999999999,2020-04-24 09:15:00,56.75,Yes,1995.0,2020-04-24 15:28:00,Trailing
2020-04-24,NIFTY30APR209400PE,SELL,150,312.95,375.53999999999996,2020-04-24 09:15:00,305.0,Yes,1192.5,2020-04-24 15:28:00,Trailing
2020-04-24,NIFTY30APR209000CE,SELL,150,257.4,308.87999999999994,2020-04-24 09:15:00,246.85,Yes,1582.5,2020-04-24 15:28:00,Trailing
2020-04-24,NIFTY30APR209000PE,SELL,150,98.2,117.84,2020-04-24 09:15:00,95.0,Yes,480.0,2020-04-24 15:28:00,Trailing
2020-04-24,DAILY_TOTAL,,900,1083.5,1300.2,,1011.45,,10807.5,,Trailing
2020-04-30,NIFTY30APR209750CE,SELL,150,26.3,31.56,2020-04-30 09:18:00,103.2,Yes,-11535.0,2020-04-30 15:07:00,Trailing
2020-04-30,NIFTY30APR209750PE,SELL,150,56.8,68.16,2020-04-30 09:15:00,0.35,Yes,8467.5,2020-04-30 15:07:00,Trailing
2020-04-30,NIFTY30APR209950CE,SELL,150,19.7,23.639999999999997,2020-04-30 09:15:00,0.15,Yes,2932.5,2020-04-30 15:07:00,Trailing
2020-04-30,NIFTY30APR209950PE,SELL,150,252.9,303.48,2020-04-30 09:15:00,90.5,Yes,24360.0,2020-04-30 15:07:00,Trailing
2020-04-30,NIFTY30APR209550CE,SELL,150,125.9,151.08,2020-04-30 09:16:00,313.65,Yes,-28162.5,2020-04-30 15:07:00,Trailing
2020-04-30,NIFTY30APR209550PE,SELL,150,14.0,16.8,2020-04-30 09:15:00,0.1,Yes,2085.0,2020-04-30 15:07:00,Trailing
2020-04-30,DAILY_TOTAL,,900,495.6,594.72,,507.95,,-1852.5,,Trailing
2020-05-05,NIFTY07MAY209450CE,SELL,150,115.0,138.0,2020-05-05 09:15:00,82.45,Yes,4882.5,2020-05-05 12:02:00,Trailing
2020-05-05,NIFTY07MAY209450PE,SELL,150,186.7,224.04,2020-05-05 09:15:00,215.85,Yes,-4372.5,2020-05-05 12:02:00,Trailing
2020-05-05,NIFTY07MAY209650CE,SELL,150,47.0,56.4,2020-05-05 09:15:00,28.95,Yes,2707.5,2020-05-05 12:02:00,Trailing
2020-05-05,NIFTY07MAY209650PE,SELL,150,310.35,372.42,2020-05-05 09:15:00,446.6,Yes,-20437.5,2020-05-05 12:02:00,Trailing
2020-05-05,NIFTY07MAY209250CE,SELL,150,265.45,318.53999999999996,2020-05-05 09:15:00,178.05,Yes,13110.0,2020-05-05 12:02:00,Trailing
2020-05-05,NIFTY07MAY209250PE,SELL,150,150.0,180.0,2020-05-05 09:15:00,107.0,Yes,6450.0,2020-05-05 12:02:00,Trailing
2020-05-05,DAILY_TOTAL,,900,1074.5,1289.4,,1058.9,,2340.0,,Trailing
2020-05-06,NIFTY07MAY209150CE,SELL,150,138.15,165.78,2020-05-06 09:15:00,173.35,Yes,-5280.0,2020-05-06 10:18:00,Trailing
2020-05-06,NIFTY07MAY209150PE,SELL,150,94.3,113.16,2020-05-06 09:15:00,64.65,Yes,4447.5,2020-05-06 10:18:00,Trailing
2020-05-06,NIFTY07MAY209350CE,SELL,150,71.45,85.74,2020-05-06 09:15:00,67.8,Yes,547.5,2020-05-06 10:18:00,Trailing
2020-05-06,NIFTY07MAY209350PE,SELL,150,211.4,253.68,2020-05-06 09:15:00,154.25,Yes,8572.5,2020-05-06 10:18:00,Trailing
2020-05-06,NIFTY07MAY208950CE,SELL,150,239.55,287.46,2020-05-06 09:26:00,342.7,Yes,-15472.5,2020-05-06 10:18:00,Trailing
2020-05-06,NIFTY07MAY208950PE,SELL,150,44.65,53.58,2020-05-06 09:15:00,23.15,Yes,3225.0,2020-05-06 10:18:00,Trailing
2020-05-06,DAILY_TOTAL,,900,799.5,959.4,,825.9,,-3960.0,,Trailing
2020-05-04,NIFTY07MAY209450CE,SELL,150,153.2,183.83999999999997,2020-05-04 09:15:00,114.7,Yes,5775.0,2020-05-04 13:09:00,Trailing
2020-05-04,NIFTY07MAY209450PE,SELL,150,139.95,167.93999999999997,2020-05-04 09:15:00,238.05,Yes,-14715.0,2020-05-04 13:09:00,Trailing
2020-05-04,NIFTY07MAY209650CE,SELL,150,76.0,91.2,2020-05-04 09:17:00,51.8,Yes,3630.0,2020-05-04 13:09:00,Trailing
2020-05-04,NIFTY07MAY209650PE,SELL,150,265.1,318.12,2020-05-04 09:15:00,430.0,Yes,-24735.0,2020-05-04 13:09:00,Trailing
2020-05-04,NIFTY07MAY209250CE,SELL,150,307.45,368.94,2020-05-04 09:15:00,187.05,Yes,18060.0,2020-05-04 13:09:00,Trailing
2020-05-04,NIFTY07MAY209250PE,SELL,150,99.0,118.8,2020-05-04 09:15:00,147.85,Yes,-7327.5,2020-05-04 13:09:00,Trailing
2020-05-04,DAILY_TOTAL,,900,1040.7,1248.84,,1169.45,,-19312.5,,Trailing
2020-05-07,NIFTY07MAY209200CE,SELL,150,68.0,81.6,2020-05-07 09:15:00,0.25,Yes,10162.5,2020-05-07 15:29:00,Trailing
2020-05-07,NIFTY07MAY209200PE,SELL,150,72.6,87.11999999999999,2020-05-07 09:15:00,0.8,Yes,10770.0,2020-05-07 15:29:00,Trailing
2020-05-07,NIFTY07MAY209400CE,SELL,150,11.1,13.319999999999999,2020-05-07 09:15:00,0.05,Yes,1657.5,2020-05-07 15:29:00,Trailing
2020-05-07,NIFTY07MAY209400PE,SELL,150,229.4,275.28,2020-05-07 09:15:00,200.25,Yes,4372.5,2020-05-07 15:29:00,Trailing
2020-05-07,NIFTY07MAY209000CE,SELL,150,160.0,192.0,2020-05-07 09:15:00,198.8,Yes,-5820.0,2020-05-07 15:29:00,Trailing
2020-05-07,NIFTY07MAY209000PE,SELL,150,15.95,19.139999999999997,2020-05-07 09:15:00,0.05,Yes,2385.0,2020-05-07 15:29:00,Trailing
2020-05-07,DAILY_TOTAL,,900,557.05,668.46,,400.2,,23527.5,,Trailing
2020-05-08,NIFTY14MAY209350CE,SELL,150,189.4,227.28,2020-05-08 09:15:00,142.2,Yes,7080.0,2020-05-08 09:55:00,Trailing
2020-05-08,NIFTY14MAY209350PE,SELL,150,172.55,207.06,2020-05-08 09:15:00,184.05,Yes,-1725.0,2020-05-08 09:55:00,Trailing
2020-05-08,NIFTY14MAY209550CE,SELL,150,82.15,98.58,2020-05-08 09:15:00,66.25,Yes,2385.0,2020-05-08 09:55:00,Trailing
2020-05-08,NIFTY14MAY209550PE,SELL,150,293.05,351.66,2020-05-08 09:18:00,360.0,Yes,-10042.5,2020-05-08 09:55:00,Trailing
2020-05-08,NIFTY14MAY209150CE,SELL,150,267.0,320.4,2020-05-08 09:15:00,255.9,Yes,1665.0,2020-05-08 09:55:00,Trailing
2020-05-08,NIFTY14MAY209150PE,SELL,150,100.15,120.18,2020-05-08 09:15:00,97.7,Yes,367.5,2020-05-08 09:55:00,Trailing
2020-05-08,DAILY_TOTAL,,900,1104.3,1325.16,,1106.1,,-270.0,,Trailing
2020-05-11,NIFTY14MAY209400CE,SELL,150,87.95,105.54,2020-05-11 09:15:00,52.95,Yes,5250.0,2020-05-11 15:15:00,Trailing
2020-05-11,NIFTY14MAY209400PE,SELL,150,178.25,213.9,2020-05-11 09:15:00,233.8,Yes,-8332.5,2020-05-11 15:15:00,Trailing
2020-05-11,NIFTY14MAY209600CE,SELL,150,31.0,37.199999999999996,2020-05-11 09:15:00,17.65,Yes,2002.5,2020-05-11 15:15:00,Trailing
2020-05-11,NIFTY14MAY209600PE,SELL,150,305.6,366.72,2020-05-11 09:15:00,394.15,Yes,-13282.5,2020-05-11 15:15:00,Trailing
2020-05-11,NIFTY14MAY209200CE,SELL,150,217.5,261.0,2020-05-11 09:15:00,132.35,Yes,12772.5,2020-05-11 15:15:00,Trailing
2020-05-11,NIFTY14MAY209200PE,SELL,150,72.4,86.88000000000001,2020-05-11 09:15:00,113.0,Yes,-6090.0,2020-05-11 15:15:00,Trailing
2020-05-11,DAILY_TOTAL,,900,892.7,1071.24,,943.9,,-7680.0,,Trailing
2020-05-12,NIFTY14MAY209100CE,SELL,150,119.0,142.79999999999998,2020-05-12 09:15:00,182.95,Yes,-9592.5,2020-05-12 15:25:00,Trailing
2020-05-12,NIFTY14MAY209100PE,SELL,150,119.0,142.79999999999998,2020-05-12 09:15:00,68.7,Yes,7545.0,2020-05-12 15:25:00,Trailing
2020-05-12,NIFTY14MAY209300CE,SELL,150,47.75,57.3,2020-05-12 09:15:00,83.3,Yes,-5332.5,2020-05-12 15:25:00,Trailing
2020-05-12,NIFTY14MAY209300PE,SELL,150,200.0,240.0,2020-05-12 09:15:00,168.25,Yes,4762.5,2020-05-12 15:25:00,Trailing
2020-05-12,NIFTY14MAY208900CE,SELL,150,260.05,312.06,2020-05-12 09:15:00,339.5,Yes,-11917.5,2020-05-12 15:25:00,Trailing
2020-05-12,NIFTY14MAY208900PE,SELL,150,37.3,44.76,2020-05-12 09:15:00,22.15,Yes,2272.5,2020-05-12 15:25:00,Trailing
2020-05-12,DAILY_TOTAL,,900,783.1,939.72,,864.85,,-12262.5,,Trailing
2020-05-13,NIFTY14MAY209450CE,SELL,150,289.95,347.94,2020-05-13 09:15:00,96.6,Yes,29002.5,2020-05-13 11:28:00,Trailing
2020-05-13,NIFTY14MAY209450PE,SELL,150,78.7,94.44,2020-05-13 09:15:00,119.05,Yes,-6052.5,2020-05-13 11:28:00,Trailing
2020-05-13,NIFTY14MAY209650CE,SELL,150,69.95,83.94,2020-05-13 09:15:00,34.15,Yes,5370.0,2020-05-13 11:28:00,Trailing
2020-05-13,NIFTY14MAY209650PE,SELL,150,198.45,238.14,2020-05-13 09:15:00,292.35,Yes,-14085.0,2020-05-13 11:28:00,Trailing
2020-05-13,NIFTY14MAY209250CE,SELL,150,300.0,360.0,2020-05-13 09:15:00,213.0,Yes,13050.0,2020-05-13 11:28:00,Trailing
2020-05-13,NIFTY14MAY209250PE,SELL,150,23.65,28.38,2020-05-13 09:15:00,38.15,Yes,-2175.0,2020-05-13 11:28:00,Trailing
2020-05-13,DAILY_TOTAL,,900,960.7,1152.84,,793.3,,25110.0,,Trailing
2020-05-14,NIFTY14MAY209250CE,SELL,150,81.8,98.16,2020-05-14 09:15:00,4.25,Yes,11632.5,2020-05-14 13:40:00,Trailing
2020-05-14,NIFTY14MAY209250PE,SELL,150,81.85,98.21999999999998,2020-05-14 09:15:00,67.05,Yes,2220.0,2020-05-14 13:40:00,Trailing
2020-05-14,NIFTY14MAY209450CE,SELL,150,31.0,37.199999999999996,2020-05-14 09:15:00,0.3,Yes,4605.0,2020-05-14 13:40:00,Trailing
2020-05-14,NIFTY14MAY209450PE,SELL,150,239.3,287.16,2020-05-14 09:15:00,339.9,Yes,-15090.0,2020-05-14 13:40:00,Trailing
2020-05-14,NIFTY14MAY209050CE,SELL,150,198.8,238.56,2020-05-14 09:15:00,83.1,Yes,17355.0,2020-05-14 13:40:00,Trailing
2020-05-14,NIFTY14MAY209050PE,SELL,150,13.35,16.02,2020-05-14 09:16:00,0.6,Yes,1912.5,2020-05-14 13:40:00,Trailing
2020-05-14,DAILY_TOTAL,,900,646.1,775.32,,495.2,,22635.0,,Trailing
2020-05-19,NIFTY21MAY208950CE,SELL,150,126.25,151.5,2020-05-19 09:15:00,96.0,Yes,4537.5,2020-05-19 09:33:00,
2020-05-19,NIFTY21MAY208950PE,SELL,150,139.95,167.93999999999997,2020-05-19 09:15:00,181.0,Yes,-6157.5,2020-05-19 09:33:00,
2020-05-19,NIFTY21MAY209150CE,SELL,150,51.0,61.199999999999996,2020-05-19 09:15:00,40.45,Yes,1582.5,2020-05-19 09:33:00,
2020-05-19,NIFTY21MAY209150PE,SELL,150,206.5,247.79999999999998,2020-05-19 09:15:00,330.0,Yes,-18525.0,2020-05-19 09:33:00,
2020-05-19,NIFTY21MAY208750CE,SELL,150,228.15,273.78,2020-05-19 09:15:00,228.2,Yes,-7.5,2020-05-19 09:33:00,
2020-05-19,NIFTY21MAY208750PE,SELL,150,40.4,48.48,2020-05-19 09:15:00,83.9,Yes,-6525.0,2020-05-19 09:33:00,Trailing
2020-05-19,DAILY_TOTAL,,900,792.25,950.7,,959.55,,-25095.0,,Trailing
2020-05-18,NIFTY21MAY209100CE,SELL,150,179.95,215.93999999999997,2020-05-18 09:15:00,69.35,Yes,16590.0,2020-05-18 10:46:00,
2020-05-18,NIFTY21MAY209100PE,SELL,150,160.0,192.0,2020-05-18 09:15:00,305.9,Yes,-21885.0,2020-05-18 10:46:00,
2020-05-18,NIFTY21MAY209300CE,SELL,150,76.55,91.86,2020-05-18 09:15:00,31.25,Yes,6795.0,2020-05-18 10:46:00,
2020-05-18,NIFTY21MAY209300PE,SELL,150,235.25,282.3,2020-05-18 09:15:00,469.8,Yes,-35182.5,2020-05-18 10:46:00,
2020-05-18,NIFTY21MAY208900CE,SELL,150,270.9,325.08,2020-05-18 09:15:00,140.55,Yes,19552.5,2020-05-18 10:46:00,
2020-05-18,NIFTY21MAY208900PE,SELL,150,62.0,74.39999999999999,2020-05-18 09:15:00,177.3,Yes,-17295.0,2020-05-18 10:46:00,Trailing
2020-05-18,DAILY_TOTAL,,900,984.65,1181.58,,1194.15,,-31425.0,,Trailing
2020-05-20,NIFTY21MAY208950CE,SELL,150,69.15,82.98,2020-05-20 09:15:00,77.15,Yes,-1200.0,2020-05-20 11:51:00,Trailing
2020-05-20,NIFTY21MAY208950PE,SELL,150,121.65,145.98,2020-05-20 09:15:00,69.5,Yes,7822.5,2020-05-20 11:51:00,Trailing
2020-05-20,NIFTY21MAY209150CE,SELL,150,14.35,17.22,2020-05-20 09:15:00,13.8,Yes,82.5,2020-05-20 11:51:00,Trailing
2020-05-20,NIFTY21MAY209150PE,SELL,150,247.8,297.36,2020-05-20 09:16:00,209.15,Yes,5797.5,2020-05-20 11:51:00,Trailing
2020-05-20,NIFTY21MAY208750CE,SELL,150,184.4,221.28,2020-05-20 09:15:00,334.8,Yes,-22560.0,2020-05-20 11:51:00,Trailing
2020-05-20,NIFTY21MAY208750PE,SELL,150,38.6,46.32,2020-05-20 09:15:00,14.0,Yes,3690.0,2020-05-20 11:51:00,Trailing
2020-05-20,DAILY_TOTAL,,900,675.95,811.14,,718.4,,-6367.5,,Trailing
2020-05-15,NIFTY21MAY209100CE,SELL,150,199.95,239.93999999999997,2020-05-15 09:15:00,184.0,Yes,2392.5,2020-05-15 15:11:00,Trailing
2020-05-15,NIFTY21MAY209100PE,SELL,150,144.75,173.7,2020-05-15 09:15:00,158.45,Yes,-2055.0,2020-05-15 15:11:00,Trailing
2020-05-15,NIFTY21MAY209300CE,SELL,150,118.1,141.72,2020-05-15 09:15:00,101.35,Yes,2512.5,2020-05-15 15:11:00,Trailing
2020-05-15,NIFTY21MAY209300PE,SELL,150,260.2,312.23999999999995,2020-05-15 09:15:00,270.45,Yes,-1537.5,2020-05-15 15:11:00,Trailing
2020-05-15,NIFTY21MAY208900CE,SELL,150,305.5,366.59999999999997,2020-05-15 09:15:00,302.2,Yes,495.0,2020-05-15 15:11:00,Trailing
2020-05-15,NIFTY21MAY208900PE,SELL,150,77.9,93.48,2020-05-15 09:15:00,79.65,Yes,-262.5,2020-05-15 15:11:00,Trailing
2020-05-15,DAILY_TOTAL,,900,1106.4,1327.68,,1096.1,,1545.0,,Trailing
2020-05-21,NIFTY21MAY209100CE,SELL,150,40.65,48.779999999999994,2020-05-21 09:15:00,5.6,Yes,5257.5,2020-05-21 15:26:00,Trailing
2020-05-21,NIFTY21MAY209100PE,SELL,150,75.3,90.36,2020-05-21 09:15:00,0.1,Yes,11280.0,2020-05-21 15:26:00,Trailing
2020-05-21,NIFTY21MAY209300CE,SELL,150,3.65,4.38,2020-05-21 09:15:00,0.05,Yes,540.0,2020-05-21 15:26:00,Trailing
2020-05-21,NIFTY21MAY209300PE,SELL,150,227.8,273.36,2020-05-21 09:15:00,194.3,Yes,5025.0,2020-05-21 15:26:00,Trailing
2020-05-21,NIFTY21MAY208900CE,SELL,150,172.0,206.4,2020-05-21 09:15:00,206.0,Yes,-5100.0,2020-05-21 15:26:00,Trailing
2020-05-21,NIFTY21MAY208900PE,SELL,150,10.5,12.6,2020-05-21 09:15:00,0.05,Yes,1567.5,2020-05-21 15:26:00,Trailing
2020-05-21,DAILY_TOTAL,,900,529.9,635.88,,406.1,,18570.0,,Trailing
2020-05-26,NIFTY28MAY209150CE,SELL,150,88.95,106.74,2020-05-26 09:15:00,76.5,Yes,1867.5,2020-05-26 10:20:00,Trailing
2020-05-26,NIFTY28MAY209150PE,SELL,150,170.1,204.11999999999998,2020-05-26 09:15:00,88.1,Yes,12300.0,2020-05-26 10:20:00,Trailing
2020-05-26,NIFTY28MAY209350CE,SELL,150,23.0,27.599999999999998,2020-05-26 09:15:00,14.55,Yes,1267.5,2020-05-26 10:20:00,Trailing
2020-05-26,NIFTY28MAY209350PE,SELL,150,244.6,293.52,2020-05-26 09:15:00,311.2,Yes,-9990.0,2020-05-26 10:20:00,Trailing
2020-05-26,NIFTY28MAY208950CE,SELL,150,210.0,252.0,2020-05-26 09:15:00,190.5,Yes,2925.0,2020-05-26 10:20:00,Trailing
2020-05-26,NIFTY28MAY208950PE,SELL,150,47.25,56.699999999999996,2020-05-26 09:15:00,23.25,Yes,3600.0,2020-05-26 10:20:00,Trailing
2020-05-26,DAILY_TOTAL,,900,783.9,940.68,,704.1,,11970.0,,Trailing
2020-05-22,NIFTY28MAY209050CE,SELL,150,88.85,106.61999999999999,2020-05-22 09:15:00,95.85,Yes,-1050.0,2020-05-22 12:14:00,Trailing
2020-05-22,NIFTY28MAY209050PE,SELL,150,164.55,197.46,2020-05-22 09:15:00,169.45,Yes,-735.0,2020-05-22 12:14:00,Trailing
2020-05-22,NIFTY28MAY209250CE,SELL,150,34.2,41.04,2020-05-22 09:15:00,35.1,Yes,-135.0,2020-05-22 12:14:00,Trailing
2020-05-22,NIFTY28MAY209250PE,SELL,150,262.1,314.52000000000004,2020-05-22 09:15:00,240.0,Yes,3315.0,2020-05-22 12:14:00,Trailing
2020-05-22,NIFTY28MAY208850CE,SELL,150,222.05,266.46,2020-05-22 09:15:00,220.15,Yes,285.0,2020-05-22 12:14:00,Trailing
2020-05-22,NIFTY28MAY208850PE,SELL,150,90.0,108.0,2020-05-22 09:15:00,78.5,Yes,1725.0,2020-05-22 12:14:00,Trailing
2020-05-22,DAILY_TOTAL,,900,861.75,1034.1,,839.05,,3405.0,,Trailing
2020-05-27,NIFTY28MAY209050CE,SELL,150,91.45,109.74,2020-05-27 09:15:00,92.25,Yes,-120.0,2020-05-27 11:08:00,
2020-05-27,NIFTY28MAY209050PE,SELL,150,58.35,70.02,2020-05-27 09:15:00,45.1,Yes,1987.5,2020-05-27 11:08:00,
2020-05-27,NIFTY28MAY209250CE,SELL,150,17.5,21.0,2020-05-27 09:15:00,13.05,Yes,667.5,2020-05-27 11:08:00,
2020-05-27,NIFTY28MAY209250PE,SELL,150,176.75,212.1,2020-05-27 09:15:00,170.95,Yes,870.0,2020-05-27 11:08:00,
2020-05-27,NIFTY28MAY208850CE,SELL,150,220.05,264.06,2020-05-27 09:15:00,362.05,Yes,-21300.0,2020-05-27 11:08:00,
2020-05-27,NIFTY28MAY208850PE,SELL,150,10.2,12.239999999999998,2020-05-27 09:15:00,9.7,Yes,75.0,2020-05-27 11:08:00,Trailing
2020-05-27,DAILY_TOTAL,,900,574.3,689.16,,693.1,,-17820.0,,Trailing
2020-05-29,NIFTY04JUN209450CE,SELL,150,86.0,103.2,2020-05-29 09:15:00,134.2,Yes,-7230.0,2020-05-29 11:09:00,Trailing
2020-05-29,NIFTY04JUN209450PE,SELL,150,198.6,238.32,2020-05-29 09:15:00,144.7,Yes,8085.0,2020-05-29 11:09:00,Trailing
2020-05-29,NIFTY04JUN209650CE,SELL,150,40.0,48.0,2020-05-29 09:15:00,55.25,Yes,-2287.5,2020-05-29 11:09:00,Trailing
2020-05-29,NIFTY04JUN209650PE,SELL,150,283.95,340.73999999999995,2020-05-29 09:18:00,229.2,Yes,8212.5,2020-05-29 11:09:00,Trailing
2020-05-29,NIFTY04JUN209250CE,SELL,150,210.95,253.14,2020-05-29 09:15:00,236.0,Yes,-3757.5,2020-05-29 11:09:00,Trailing
2020-05-29,NIFTY04JUN209250PE,SELL,150,90.2,108.24,2020-05-29 09:15:00,67.5,Yes,3405.0,2020-05-29 11:09:00,Trailing
2020-05-29,DAILY_TOTAL,,900,909.7,1091.64,,866.85,,6427.5,,Trailing
2020-06-02,NIFTY04JUN209850CE,SELL,150,100.2,120.24,2020-06-02 09:15:00,146.1,Yes,-6885.0,2020-06-02 13:04:00,Trailing
2020-06-02,NIFTY04JUN209850PE,SELL,150,125.05,150.06,2020-06-02 09:15:00,65.0,Yes,9007.5,2020-06-02 13:04:00,Trailing
2020-06-02,NIFTY04JUN2010050CE,SELL,150,33.15,39.779999999999994,2020-06-02 09:15:00,50.15,Yes,-2550.0,2020-06-02 13:04:00,Trailing
2020-06-02,NIFTY04JUN2010050PE,SELL,150,280.65,336.78,2020-06-02 09:15:00,121.5,Yes,23872.5,2020-06-02 13:04:00,Trailing
2020-06-02,NIFTY04JUN209650CE,SELL,150,213.7,256.44,2020-06-02 09:15:00,314.2,Yes,-15075.0,2020-06-02 13:04:00,Trailing
2020-06-02,NIFTY04JUN209650PE,SELL,150,56.6,67.92,2020-06-02 09:15:00,23.0,Yes,5040.0,2020-06-02 13:04:00,Trailing
2020-06-02,DAILY_TOTAL,,900,809.35,971.22,,719.95,,13410.0,,Trailing
2020-05-28,NIFTY28MAY209400CE,SELL,150,22.05,26.46,2020-05-28 09:15:00,88.65,Yes,-9990.0,2020-05-28 15:25:00,Trailing
2020-05-28,NIFTY28MAY209400PE,SELL,150,75.95,91.14,2020-05-28 09:15:00,0.05,Yes,11385.0,2020-05-28 15:25:00,Trailing
2020-05-28,NIFTY28MAY209600CE,SELL,150,1.0,1.2,2020-05-28 09:15:00,0.05,Yes,142.5,2020-05-28 15:25:00,Trailing
2020-05-28,NIFTY28MAY209600PE,SELL,150,260.05,312.06,2020-05-28 09:15:00,109.75,Yes,22545.0,2020-05-28 15:25:00,Trailing
2020-05-28,NIFTY28MAY209200CE,SELL,150,118.3,141.95999999999998,2020-05-28 09:15:00,289.5,Yes,-25680.0,2020-05-28 15:25:00,Trailing
2020-05-28,NIFTY28MAY209200PE,SELL,150,5.0,6.0,2020-05-28 09:15:00,0.1,Yes,735.0,2020-05-28 15:25:00,Trailing
2020-05-28,DAILY_TOTAL,,900,482.35,578.82,,488.1,,-862.5,,Trailing
2020-06-01,NIFTY04JUN209800CE,SELL,150,58.35,70.02,2020-06-01 09:15:00,102.5,Yes,-6622.5,2020-06-01 15:29:00,Trailing
2020-06-01,NIFTY04JUN209800PE,SELL,150,203.2,243.83999999999997,2020-06-01 09:15:00,118.45,Yes,12712.5,2020-06-01 15:29:00,Trailing
2020-06-01,NIFTY04JUN2010000CE,SELL,150,15.75,18.9,2020-06-01 09:15:00,39.0,Yes,-3487.5,2020-06-01 15:29:00,Trailing
2020-06-01,NIFTY04JUN2010000PE,SELL,150,368.0,441.59999999999997,2020-06-01 09:15:00,251.6,Yes,17460.0,2020-06-01 15:29:00,Trailing
2020-06-01,NIFTY04JUN209600CE,SELL,150,191.55,229.86,2020-06-01 09:15:00,225.5,Yes,-5092.5,2020-06-01 15:29:00,Trailing
2020-06-01,NIFTY04JUN209600PE,SELL,150,101.05,121.25999999999999,2020-06-01 09:15:00,44.0,Yes,8557.5,2020-06-01 15:29:00,Trailing
2020-06-01,DAILY_TOTAL,,900,937.9,1125.48,,781.05,,23527.5,,Trailing
2020-06-03,NIFTY04JUN2010150CE,SELL,150,51.3,61.559999999999995,2020-06-03 09:15:00,53.75,Yes,-367.5,2020-06-03 10:48:00,Trailing
2020-06-03,NIFTY04JUN2010150PE,SELL,150,120.0,144.0,2020-06-03 09:15:00,102.5,Yes,2625.0,2020-06-03 10:48:00,Trailing
2020-06-03,NIFTY04JUN2010350CE,SELL,150,8.65,10.38,2020-06-03 09:15:00,11.9,Yes,-487.5,2020-06-03 10:48:00,Trailing
2020-06-03,NIFTY04JUN2010350PE,SELL,150,257.55,309.06,2020-06-03 09:16:00,270.9,Yes,-2002.5,2020-06-03 10:48:00,Trailing
2020-06-03,NIFTY04JUN209950CE,SELL,150,154.5,185.4,2020-06-03 09:15:00,176.1,Yes,-3240.0,2020-06-03 10:48:00,Trailing
2020-06-03,NIFTY04JUN209950PE,SELL,150,41.5,49.8,2020-06-03 09:15:00,25.0,Yes,2475.0,2020-06-03 10:48:00,Trailing
2020-06-03,DAILY_TOTAL,,900,633.5,760.2,,640.15,,-997.5,,Trailing
2020-06-08,NIFTY11JUN2010350CE,SELL,150,129.85,155.82,2020-06-08 09:15:00,92.7,Yes,5572.5,2020-06-08 09:43:00,Trailing
